Timestamp;Transactions
2018-01-01 13:10:00;766 743 1226 922 1006 756 1505 816
2018-01-01 13:20:00;1269 354 398 680 1390 820 144
2018-01-01 13:30:00;1554 306 1348 1338 955 545
2018-01-01 13:40:00;1022 346 816 1377 422 999
2018-01-01 13:50:00;586 896
2018-01-01 14:00:00;1121 1243 461 1250 29 1403 395 305
2018-01-01 14:10:00;289 1134 32
2018-01-01 14:20:00;947 1324 608 1197
2018-01-01 14:30:00;783 1066 217 61
2018-01-01 14:40:00;643 340
2018-01-01 14:50:00;257 673 983
2018-01-01 15:00:00;406 223 773
2018-01-01 15:10:00;1119 31
2018-01-01 15:20:00;614 404 620 1529 774 337
2018-01-01 15:30:00;362 1138
2018-01-01 15:40:00;349 445 888 1531 17 300 595 439
2018-01-01 15:50:00;1345 962 553 1368 480
2018-01-01 16:00:00;476 1185
2018-01-01 16:10:00;1251 1201 1351 488 692 908 259
2018-01-01 16:20:00;1045 1382
2018-01-01 16:30:00;7 236 279 562 1271 1115
2018-01-01 16:40:00;1313 970
2018-01-01 16:50:00;451 828
2018-01-01 17:00:00;1543
2018-01-01 17:10:00;1420 1450 534 578 861
2018-01-01 17:20:00;1485 1235 426 1296 659 183 54
2018-01-01 17:30:00;1208 93 736 780 1063 1358
2018-01-01 17:40:00;773 230 301 916 213 351 767
2018-01-01 17:50:00;99 1501 825 881 299
2018-01-01 18:00:00;975 432 502 1118 415 552 968 864
2018-01-01 18:10:00;1078 96 339 23 972
2018-01-01 18:20:00;728 853 1163 647 637 254
2018-01-01 18:30:00;891 321
2018-01-01 18:40:00;997 1146 697 487 703 54
2018-01-01 18:50:00;1133 711 834 52
2018-01-01 19:00:00;235 705 1267 312 888
2018-01-01 19:10:00;1179 237 1092 1229 87 397
2018-01-01 19:20:00;646
2018-01-01 19:30:00;7 610 773 1016
2018-01-01 19:40:00;1160 683 140 211 827 124 261
2018-01-01 19:50:00;858 9 1411 735
2018-01-01 20:00:00;132 215 1524
2018-01-01 20:10:00;1428 685 941 1318 602 1191 569
2018-01-01 20:20:00;755 705 855 406
2018-01-01 20:30:00;1055 1365 558 547
2018-01-01 20:40:00;1290 1467 1350
2018-01-01 20:50:00;1280
2018-01-01 21:00:00;398 614 1523 354
2018-01-01 21:10:00;755 345 1160 272 235 1077
2018-01-01 21:20:00;222 384 628 312 1260 1530
2018-01-01 21:30:00;542 644 1459 157 533 1376 407
2018-01-01 21:40:00;1124 1141 1091 1241 791 995 1211
2018-01-01 21:50:00;146 1348 1271 1088 79 1548 672
2018-01-01 22:00:00;1296 1406 1489 1240 431
2018-01-01 22:10:00;348 1550 1473 1290 281 191
2018-01-01 22:20:00;1470 128
2018-01-01 22:30:00;777 235 305 921 218 355 771
2018-01-01 22:40:00;103 1505 829 886 303
2018-01-01 22:50:00;979 436 507 1123 420 557 973 869
2018-01-01 23:00:00;1082 101 344 28 976
2018-01-01 23:10:00;733 1149 1459 943 933 550
2018-01-01 23:20:00;895 325
2018-01-01 23:30:00;1001 1151 702 492 708 59
2018-01-01 23:40:00;1138 716 838 56
2018-01-01 23:50:00;239 709 1271 316 892
2018-01-02 00:00:00;1184 241 1096 1233 92 401
2018-01-02 00:10:00;263 1451 175 885 729 53
2018-01-02 00:20:00;1385 443 1298 1435 293 189 1231
2018-01-02 00:30:00;370 426 1401 33 609 852
2018-01-02 00:40:00;409
2018-01-02 00:50:00;952 237 825 203
2018-01-02 01:00:00;1082 234 1222 546 1016
2018-01-02 01:10:00;1172 696
2018-01-02 01:20:00;947 205 874 1251 121 1124 88
2018-01-02 01:30:00;591 542 691 242
2018-01-02 01:40:00;988 1298 368 772
2018-01-02 01:50:00;1514 1277 1161 1510
2018-01-02 02:00:00;1281 418 622 838 1456 287
2018-01-02 02:10:00;44 580 1356 587 924
2018-01-02 02:20:00;245 1193 1050 1067
2018-01-02 02:30:00;1516 1227 950 1366 118
2018-01-02 02:40:00;395 744 1254
2018-01-02 02:50:00;1252 1268 1218 1368 919 709 925
2018-01-02 03:00:00;176 1378 1301 1118 110
2018-01-02 03:10:00;284
2018-01-02 03:20:00;866 1255 1232 157 267 350 101 849
2018-01-02 03:30:00;1340 225 868 498 781
2018-01-02 03:40:00;552 302 1051
2018-01-02 03:50:00;705 961 1338 622 1211 589 1311
2018-01-02 04:00:00;628 778 329 532
2018-01-02 04:10:00;996 480 470 87
2018-01-02 04:20:00;1389 1273 64 574 603 1246
2018-01-02 04:30:00;1526 837 201 1283
2018-01-02 04:40:00;376 1152
2018-01-02 04:50:00;363
2018-01-02 05:00:00;453 1335 247 808
2018-01-02 05:10:00;979 170 625 403 1484 942 1109
2018-01-02 05:20:00;1492 577 207 489 1199 1043
2018-01-02 05:30:00;1240 1311
2018-01-02 05:40:00;281
2018-01-02 05:50:00;385 1174 1511 1328 319 1373
2018-01-02 06:00:00;1508 166 661 1464 1441 366 62
2018-01-02 06:10:00;406 1088 599
2018-01-02 06:20:00;530 1106 1350
2018-01-02 06:30:00;347 98
2018-01-02 06:40:00;907 391 381 1556
2018-01-02 06:50:00;1397 1280 72 168 611 1253
2018-01-02 07:00:00;1436 334 111 1193
2018-01-02 07:10:00;286 1062
2018-01-02 07:20:00;1418 369 812 1455 1085 1368
2018-01-02 07:30:00;313 1492 949
2018-01-02 07:40:00;240 1176 340 876 94 883
2018-01-02 07:50:00;1265 1215 1365 916 1120 1336 273
2018-01-02 08:00:00;1084 1007 824 1373 1284 408 1477
2018-01-02 08:10:00;1337 1420 1170 361 1230 303 1384
2018-01-02 08:20:00;756 852 1295
2018-01-02 08:30:00;111
2018-01-02 08:40:00;1065 1043 1525 77
2018-01-02 08:50:00;886 849
2018-01-02 09:00:00;129 812
2018-01-02 09:10:00;1300 1144 468 525
2018-01-02 09:20:00;362 113
2018-01-02 09:30:00;508 1550 395 1157
2018-01-02 09:40:00;998 882 1231 183 626
2018-01-02 09:50:00;276 759
2018-01-02 10:00:00;357 81 497 807
2018-01-02 10:10:00;1189 701 1023
2018-01-02 10:20:00;1499 185 1426 817 674
2018-01-02 10:30:00;1087 1397 881 871
2018-01-02 10:40:00;55 232 115 465 561
2018-01-02 10:50:00;386 363 846 956 1039 789 1538 436
2018-01-02 11:00:00;1302 387 17 300 1009
2018-01-02 11:10:00;1379
2018-01-02 11:20:00;470 1325 1463 321 217 1259 104
2018-01-02 11:30:00;417 1392 24
2018-01-02 11:40:00;61 1315 1399 1149 340 1209
2018-01-02 11:50:00;198 880
2018-01-02 12:00:00;225 1213 537 1007 424 614
2018-01-02 12:10:00;1531 389
2018-01-02 12:20:00;79 1215 1338 555 200 123
2018-01-02 12:30:00;630 779 330 120
2018-01-02 12:40:00;998 68 471 89
2018-01-02 12:50:00;977 860 1210 162 605 1247
2018-01-02 13:00:00;1527 425 202 1284
2018-01-02 13:10:00;668 1444
2018-01-02 13:20:00;242 752 1195 1424 1467 192 901 745
2018-01-02 13:30:00;849 467 471 1286 1542
2018-01-02 13:40:00;491 1200
2018-01-02 13:50:00;1356 1306 1456 1007 797 1013 364
2018-01-02 14:00:00;1175 1098 915 1464 1375 499 1154 333
2018-01-02 14:10:00;782 306 1321 1391 449 1304
2018-01-02 14:20:00;919 1428 313 956
2018-01-02 14:30:00;247
2018-01-02 14:40:00;99 848 1303
2018-01-02 14:50:00;661 1037 322
2018-01-02 15:00:00;771 1120 72 515 744
2018-01-02 15:10:00;745 442
2018-01-02 15:20:00;358 774 1084 568
2018-01-02 15:30:00;978 1301 1477 1361 152 662 691 1043
2018-01-02 15:40:00;560 976 1286 770 760
2018-01-02 15:50:00;547 990 75
2018-01-02 16:00:00;1217 1366 917 707 923 274 663
2018-01-02 16:10:00;66 1096 980 1329 281
2018-01-02 16:20:00;1100 237 441 657 8
2018-01-02 16:30:00;777 1180 384 388 1203 1459 278
2018-01-02 16:40:00;573 1455 1511 929
2018-01-02 16:50:00;673 1155 852 935
2018-01-02 17:00:00;683 687 1502 200 577 1419
2018-01-02 17:10:00;610 1319
2018-01-02 17:20:00;1117 973
2018-01-02 17:30:00;461 943 1054 1137 887
2018-01-02 17:40:00;681 1110
2018-01-02 17:50:00;1486 1397 521 1176 355
2018-01-02 18:00:00;1002
2018-01-02 18:10:00;729 945 296 685 662
2018-01-02 18:20:00;1086 676 1492 603 566 1409 853 1375
2018-01-02 18:30:00;255 1203 1474 1490
2018-01-02 18:40:00;423 1505 962 1033
2018-01-02 18:50:00;1189 352
2018-01-02 19:00:00;1288 53
2018-01-02 19:10:00;1122 966 387
2018-01-02 19:20:00;1026 1229 1446 383 1186 1163 87 1342
2018-01-02 19:30:00;1212
2018-01-02 19:40:00;47 370 547
2018-01-02 19:50:00;1542 173 749 992
2018-01-02 20:00:00;1257 1007 198 1067 431 1513
2018-01-02 20:10:00;1317 1240
2018-01-02 20:20:00;981 1077 1520 605
2018-01-02 20:30:00;1456 47 1156 946 1162 513 902 879
2018-01-02 20:40:00;1196 413 1202 1539 1356 347
2018-01-02 20:50:00;860 251 521 538 488 637
2018-01-02 21:00:00;442 1484 329
2018-01-02 21:10:00;1404 182 1557 549
2018-01-02 21:20:00;507 563 1539 170 746 990
2018-01-02 21:30:00;211 1426 484 194
2018-01-02 21:40:00;138 500 144 67 1442 434
2018-01-02 21:50:00;972 363 219 236 186 336 1444
2018-01-02 22:00:00;1085 342 1012 1388 259 1261 226 1361
2018-01-02 22:10:00;1148 539 809 826 776 926 476 266
2018-01-02 22:20:00;558 2 524 102 225 1001 231
2018-01-02 22:30:00;1328 1531 190 1099
2018-01-02 22:40:00;325 1086 1090 348 604 980 265 853
2018-01-02 22:50:00;69 272 489
2018-01-02 23:00:00;578 301 718 1027 512
2018-01-02 23:10:00;95 605 634 1277 1321 46 755
2018-01-02 23:20:00;780 503 919 1229 713 703
2018-01-02 23:30:00;344
2018-01-02 23:40:00;461 290 1532 923 1193 1210 1160
2018-01-02 23:50:00;386 908 486 609 1384
2018-01-03 00:00:00;249
2018-01-03 00:10:00;1511 648 852 1068 419 808 785
2018-01-03 00:20:00;1359 350 1405 529 40 362 539 423
2018-01-03 00:30:00;1473 1130 188
2018-01-03 00:40:00;864 1400
2018-01-03 00:50:00;624 974 1483 1513
2018-01-03 01:00:00;1327 1543 894 139 1260 185 295 378
2018-01-03 01:10:00;941 1291 1387 272 914 958
2018-01-03 01:20:00;1553 1330 854 311 382 998
2018-01-03 01:30:00;1118 1467 419 862 1504 1134 1417
2018-01-03 01:40:00;1296 593 731 1147
2018-01-03 01:50:00;743 1426 937 1259 1436 1319 111
2018-01-03 02:00:00;884
2018-01-03 02:10:00;907 1323 75 1117 1107 724
2018-01-03 02:20:00;1069 499 1381
2018-01-03 02:30:00;233 1036 599 1082 1192
2018-01-03 02:40:00;1312 889 1012 230 1432
2018-01-03 02:50:00;604 288 1237 1507
2018-01-03 03:00:00;1357 415 1270 1407 265 575 1204
2018-01-03 03:10:00;712 768 186 789 951 1194 878
2018-01-03 03:20:00;662 918 1294 579 1168 545 1267
2018-01-03 03:30:00;294 444 1552
2018-01-03 03:40:00;177 793 504
2018-01-03 03:50:00;545 1433 944 1267 1443
2018-01-03 04:00:00;934 884 1034 584 374
2018-01-03 04:10:00;1491 749 1418
2018-01-03 04:20:00;1468 87 1529 320
2018-01-03 04:30:00;1332 883 673 889 240 629
2018-01-03 04:40:00;800 923 140 929 1266 1083
2018-01-03 04:50:00;1534 671 875 1091 442 831 808
2018-01-03 05:00:00;1382
2018-01-03 05:10:00;446 795 1305 190
2018-01-03 05:20:00;1465 123 618 1421 1398 323 19
2018-01-03 05:30:00;71 753
2018-01-03 05:40:00;795 119 589 6 196 772 1015
2018-01-03 05:50:00;812 69 739 1115 1544 988
2018-01-03 06:00:00;974 803 487
2018-01-03 06:10:00;1523 714
2018-01-03 06:20:00;1499 345 1520 1110 368
2018-01-03 06:30:00;751 1033 185 29 911 967
2018-01-03 06:40:00;913 210
2018-01-03 06:50:00;486 1075 453 1175 153 929
2018-01-03 07:00:00;623 640 590 739
2018-01-03 07:10:00;523 939 1249 733 723
2018-01-03 07:20:00;535
2018-01-03 07:30:00;997 1467
2018-01-03 07:40:00;492 282 498 1407 652
2018-01-03 07:50:00;436
2018-01-03 08:00:00;1049 972 789 1338 1248 373 1028
2018-01-03 08:10:00;1398 1481 1232 422 878 655 179
2018-01-03 08:20:00;404
2018-01-03 08:30:00;907 231 287 1263 308 470
2018-01-03 08:40:00;472
2018-01-03 08:50:00;534 911
2018-01-03 09:00:00;68 750 262 584
2018-01-03 09:10:00;1501
2018-01-03 09:20:00;526
2018-01-03 09:30:00;509 1378 742 680 137 1352 409
2018-01-03 09:40:00;916 960
2018-01-03 09:50:00;677 533 550 500 650 200 1548
2018-01-03 10:00:00;240 1016
2018-01-03 10:10:00;1494 32 475 1118 1161 1444
2018-01-03 10:20:00;73 1155
2018-01-03 10:30:00;139 955 67
2018-01-03 10:40:00;116 1437 1011 1361 313
2018-01-03 10:50:00;429
2018-01-03 11:00:00;479
2018-01-03 11:10:00;916 1332 1228 712
2018-01-03 11:20:00;1219 1541
2018-01-03 11:30:00;220 276 1252 1441 460
2018-01-03 11:40:00;751 1366 1077 801 1217 1527
2018-01-03 11:50:00;218 262 545 1254 684 8
2018-01-03 12:00:00;1341 398
2018-01-03 12:10:00;1101 1530 975 1497
2018-01-03 12:20:00;1135 1139 983 307 777
2018-01-03 12:30:00;933 457 1472 1542 600 1455
2018-01-03 12:40:00;1070 21 464 1107
2018-01-03 12:50:00;398 1307
2018-01-03 13:00:00;504 574 1190 487 624 1040
2018-01-03 13:10:00;666 895
2018-01-03 13:20:00;1265
2018-01-03 13:30:00;383 599
2018-01-03 13:40:00;1345 803 459 1075 786 509 925
2018-01-03 13:50:00;963 393
2018-01-03 14:00:00;583 733 284 74 1340 824 814 431 21 837
2018-01-03 14:10:00;1379 291 853
2018-01-03 14:20:00;306 789
2018-01-03 14:30:00;678 816 1232 1542 612 1015 633
2018-01-03 14:40:00;1152 197
2018-01-03 14:50:00;1179 530 919 896 1379
2018-01-03 15:00:00;576 1512 676 1212 430 1219 1555 1372
2018-01-03 15:10:00;1277
2018-01-03 15:20:00;1487 1144 201
2018-01-03 15:30:00;974 1511
2018-01-03 15:40:00;735 1085 36 65 708
2018-01-03 15:50:00;1465 18 101 1409 600
2018-01-03 16:00:00;517 161 84 1459 450 361 1043
2018-01-03 16:10:00;497
2018-01-03 16:20:00;947 404 474 1090 387 524 940
2018-01-03 16:30:00;273 117 999 1055 472 1076
2018-01-03 16:40:00;726 1142 1135 619
2018-01-03 16:50:00;1029 1352 1528 1412 203 713 1156 1385
2018-01-03 17:00:00;611 1027 1337 821 811
2018-01-03 17:10:00;915 944 29
2018-01-03 17:20:00;1268 1417 968 758 974 325 1128
2018-01-03 17:30:00;1351 1168 159 69 752 1407 585
2018-01-03 17:40:00;11 1320 510 966 743 267 1282 1353
2018-01-03 17:50:00;1248 1092 416
2018-01-03 18:00:00;923
2018-01-03 18:10:00;906 1362
2018-01-03 18:20:00;440
2018-01-03 18:30:00;969 347 1069
2018-01-03 18:40:00;573 802
2018-01-03 18:50:00;881 272 128 145 95 245
2018-01-03 19:00:00;1018 1394 679 1268
2018-01-03 19:10:00;1145 1428 579 9 891 1361
2018-01-03 19:20:00;893 604
2018-01-03 19:30:00;467
2018-01-03 19:40:00;477 294 843
2018-01-03 19:50:00;1093 5
2018-01-03 20:00:00;684 474 691 42 431 408
2018-01-03 20:10:00;724 1500 730 1067
2018-01-03 20:20:00;865 1468 73 316 1558 949 1219 1235
2018-01-03 20:30:00;926 143 932
2018-01-03 20:40:00;546 1256
2018-01-03 20:50:00;1412 1362 1512 1062 1266 1482 420
2018-01-03 21:00:00;1249
2018-01-03 21:10:00;406
2018-01-03 21:20:00;483 766 1476
2018-01-03 21:30:00;1072 1288 639 1442 1006 1488 40
2018-01-03 21:40:00;481 1163 260 997
2018-01-03 21:50:00;356
2018-01-03 22:00:00;938
2018-01-03 22:10:00;824
2018-01-03 22:20:00;22 159 575 885
2018-01-03 22:30:00;1268 365 1101 864
2018-01-03 22:40:00;477 427 577
2018-01-03 22:50:00;240 311 926 223 360
2018-01-03 23:00:00;986 1163 1046 1396
2018-01-03 23:10:00;753 304 508 724 456 445 62 66 882
2018-01-03 23:20:00;1265 1548 699 129 1011 1481
2018-01-03 23:30:00;1401 1112 836 1252 3
2018-01-03 23:40:00;280 630 725
2018-01-03 23:50:00;1137 1154 1104 1254 804
2018-01-04 00:00:00;854 444 1260 372 334 1177 621
2018-01-04 00:10:00;169 186 136 286 980 1184 1401 752
2018-01-04 00:20:00;1349 473
2018-01-04 00:30:00;1376 1219 543 600
2018-01-04 00:40:00;24 1332 523 1392 756 693 150 1365
2018-01-04 00:50:00;408 1396 720 1190 607 797 1373
2018-01-04 01:00:00;1531 1121 379
2018-01-04 01:10:00;362 1098 1275 1158 1508 46 489
2018-01-04 01:20:00;1168
2018-01-04 01:30:00;1472 542 946 563 153 969
2018-01-04 01:40:00;1220 1276 694
2018-01-04 01:50:00;438 921 1031
2018-01-04 02:00:00;1147 351 355 1170
2018-01-04 02:10:00;425
2018-01-04 02:20:00;928 252 308 1284 1473 491
2018-01-04 02:30:00;1249 1559 1043 1032 650
2018-01-04 02:40:00;1165 250 294 577 1286 813
2018-01-04 02:50:00;158 1373
2018-01-04 03:00:00;466 842 1271 715 1238 815 938
2018-01-04 03:10:00;283 1391
2018-01-04 03:20:00;1285 1062 586 43 113
2018-01-04 03:30:00;590 1272 369 1106
2018-01-04 03:40:00;465 482
2018-01-04 03:50:00;531 282 1031
2018-01-04 04:00:00;588 844 1220 504 1093 471 1193
2018-01-04 04:10:00;608 758 308 512
2018-01-04 04:20:00;1267 751 741 358 362
2018-01-04 04:30:00;1226 1269 1552 703
2018-01-04 04:40:00;233 716 826 909
2018-01-04 04:50:00;551 980
2018-01-04 05:00:00;391 1046 224 401 285 634 730
2018-01-04 05:10:00;382 1464 921 992
2018-01-04 05:20:00;855
2018-01-04 05:30:00;426 189 73 422 932 1375 459
2018-01-04 05:40:00;1511 24 640
2018-01-04 05:50:00;902 1438
2018-01-04 06:00:00;663 1012 1522 407
2018-01-04 06:10:00;1390 49 544 1347 1324 248
2018-01-04 06:20:00;347 1549 1472 1289 280 191 873 384
2018-01-04 06:30:00;1483 847 370 241
2018-01-04 06:40:00;628 272 195 12 561 471 1154
2018-01-04 06:50:00;511
2018-01-04 07:00:00;960 418 488 1104 401 538 954
2018-01-04 07:10:00;286 130 1012 1069 486 1089
2018-01-04 07:20:00;837 1253 1149 633
2018-01-04 07:30:00;1043 1365 1542 1426 217 727 1170 1399
2018-01-04 07:40:00;625 1041 1351 835 824
2018-01-04 07:50:00;1025 1055 139
2018-01-04 08:00:00;1281 1431 982 772 988 339 1142
2018-01-04 08:10:00;1073 890 1439 1350 474 1129
2018-01-04 08:20:00;541 930 907 1389 1500 25
2018-01-04 08:30:00;105 1480 471 382 1064 162 898
2018-01-04 08:40:00;324 74
2018-01-04 08:50:00;469 1511 357 1118
2018-01-04 09:00:00;862 746 1095 47
2018-01-04 09:10:00;100 304 521
2018-01-04 09:20:00;610 333 749 1059 543
2018-01-04 09:30:00;1394 346 375 1018 1061 1344
2018-01-04 09:40:00;1434 957 828
2018-01-04 09:50:00;1483 447 25
2018-01-04 10:00:00;674 1316
2018-01-04 10:10:00;1273
2018-01-04 10:20:00;391 607 55 444
2018-01-04 10:30:00;748 338 1154 265 228 1070
2018-01-04 10:40:00;1482 86 330 14 962
2018-01-04 10:50:00;1133 1549 1445 929 1332
2018-01-04 11:00:00;1120 5 234 277
2018-01-04 11:10:00;433 1236 1213 138 1392 1475 1226 417
2018-01-04 11:20:00;1321 1350 435 479 762
2018-01-04 11:30:00;216 1524
2018-01-04 11:40:00;776 260 249
2018-01-04 11:50:00;566
2018-01-04 12:00:00;1402 1497 383 1025 1069 1352
2018-01-04 12:10:00;1150 674 131 201 817 114 251
2018-01-04 12:20:00;1237 388 232 1114 1170
2018-01-04 12:30:00;182 1264 721
2018-01-04 12:40:00;1278 656 1378 357
2018-01-04 12:50:00;434 1316 1372 789
2018-01-04 13:00:00;643 1392 703 67 4
2018-01-04 13:10:00;693 1242 1153 277 1346
2018-01-04 13:20:00;1144 695 485 701 52
2018-01-04 13:30:00;262 639 1067 512 1034 612
2018-01-04 13:40:00;399 1348 60 77
2018-01-04 13:50:00;526 1381 1518 376 686 1314 160 1335
2018-01-04 14:00:00;601 1549 262 278 228 55 459 1220 1224
2018-01-04 14:10:00;848 1197 149 592 821
2018-01-04 14:20:00;434 130 213 1522 712 24 945 883
2018-01-04 14:30:00;820 1009 27 271 1512 903 759
2018-01-04 14:40:00;79 508 1510 474 52 175 951
2018-01-04 14:50:00;628 418 635 1544 375 352
2018-01-04 15:00:00;765 1541 771 1108
2018-01-04 15:10:00;1198 243
2018-01-04 15:20:00;933 284 673 650
2018-01-04 15:30:00;567 1383 81 457
2018-01-04 15:40:00;1493 164 207 490 1200 1044
2018-01-04 15:50:00;72 1286 344 55
2018-01-04 16:00:00;1303 294 205 887 398 721 606 490
2018-01-04 16:10:00;273 1488 546
2018-01-04 16:20:00;1319 1442
2018-01-04 16:30:00;1080 1429 1525 410 1053 1096
2018-01-04 16:40:00;133 1469 992 449 229 845 142
2018-01-04 16:50:00;884 1167 318 162 1044 1198 615
2018-01-04 17:00:00;665 1068 272 276 1091 1347
2018-01-04 17:10:00;1399 817 1006 24 268 1509 900
2018-01-04 17:20:00;88 465 1307 338 1274 438 974
2018-01-04 17:30:00;1463 722 512 729 80 883 446
2018-01-04 17:40:00;922 1471 1382 506 1161 340
2018-01-04 17:50:00;1059 1036 1518 71
2018-01-04 18:00:00;880 842
2018-01-04 18:10:00;414 1096 193
2018-01-04 18:20:00;539 701 944 628 19 289 306 256
2018-01-04 18:30:00;869
2018-01-04 18:40:00;492 815 991 875 1224
2018-01-04 18:50:00;1048 293 270
2018-01-04 19:00:00;800 284 274
2018-01-04 19:10:00;590
2018-01-04 19:20:00;1426 378 407 1050 1093 1376
2018-01-04 19:30:00;5 1087 957 614
2018-01-04 19:40:00;193 116 1491
2018-01-04 19:50:00;1505
2018-01-04 20:00:00;995 386 656 673 623 773 323
2018-01-04 20:10:00;1507 72 847
2018-01-04 20:20:00;870 1153 305 149 1031 1087 504
2018-01-04 20:30:00;651 1055 258 262 1078 1334
2018-01-04 20:40:00;119
2018-01-04 20:50:00;1034 1051 1001 1151 701 905
2018-01-04 21:00:00;1196 227 1163
2018-01-04 21:10:00;947 976 61
2018-01-04 21:20:00;1300 1449 1000 790 1006 357 1160
2018-01-04 21:30:00;1383 1200 191 101 492 1148 326 503
2018-01-04 21:40:00;299 1314 1385 442
2018-01-04 21:50:00;124 1498 490 400 1082 180 916
2018-01-04 22:00:00;633 92 841
2018-01-04 22:10:00;398 654 1030 315 904 282
2018-01-04 22:20:00;1521 1204 595 452 468 418 568
2018-01-04 22:30:00;872 36 572 934 578 501 318 868
2018-01-04 22:40:00;720 470 1219 530
2018-01-04 22:50:00;757 334
2018-01-04 23:00:00;211
2018-01-04 23:10:00;395
2018-01-04 23:20:00;511 341 24 973 1243 1260 1210 1360
2018-01-04 23:30:00;665 1002 819 1368 1279 403 1058
2018-01-04 23:40:00;1525 51 1359 550 1005 783 307
2018-01-04 23:50:00;531 1041
2018-01-05 00:00:00;598
2018-01-05 00:10:00;1446 997 1298 1514 451 1254 1231
2018-01-05 00:20:00;1294 285 196 878 389 711 888 772
2018-01-05 00:30:00;264 1479 537
2018-01-05 00:40:00;1213
2018-01-05 00:50:00;1373 497 1152 331 507 391 740 836
2018-01-05 01:00:00;544 1399 1536 394 704 1333 178 1353
2018-01-05 01:10:00;619 10 280 296 247
2018-01-05 01:20:00;1534 380 1141
2018-01-05 01:30:00;193 875 386 709
2018-01-05 01:40:00;456 473 423 573
2018-01-05 01:50:00;356 772 1082 566
2018-01-05 02:00:00;685 1007 1184 1068 1417 369
2018-01-05 02:10:00;724 475 1224 535
2018-01-05 02:20:00;761 339
